route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,trip_type,drt_max_travel_time,drt_avg_travel_time,drt_advance_book_min,drt_pickup_message,drt_drop_off_message,continuous_pickup_message,continuous_drop_off_message,tts_trip_headsign,tts_trip_short_name
1024,c_24582_b_none_d_0,t_2113660_b_none_tn_0,,Journal Square,0,,p_1305093,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113642_b_none_tn_1,,Journal Square,0,,p_1305094,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113642_b_none_tn_2,,Journal Square,0,,p_1305094,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113642_b_none_tn_3,,Journal Square,0,,p_1305094,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113643_b_none_tn_0,,Journal Square,0,,p_1305093,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113648_b_none_tn_1,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113648_b_none_tn_2,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113648_b_none_tn_3,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113648_b_none_tn_4,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113649_b_none_tn_0,,Journal Square,0,,p_1305094,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113650_b_none_tn_0,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113651_b_none_tn_0,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113652_b_none_tn_0,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_1,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_10,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_11,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_12,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_13,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_14,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_15,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_16,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_17,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_18,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_19,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_2,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113661_b_none_tn_0,,Journal Square,0,,p_1305093,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113667_b_none_tn_0,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113666_b_none_tn_0,,Journal Square,0,,p_1305093,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113665_b_none_tn_0,,Journal Square,0,,p_1305093,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113664_b_none_tn_0,,Journal Square,0,,p_1305093,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113663_b_none_tn_0,,Journal Square,0,,p_1305093,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113662_b_none_tn_0,,Journal Square,0,,p_1305093,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_9,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_8,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_7,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_6,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_5,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_49,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_48,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_47,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_46,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_45,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_44,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_43,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_42,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_41,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_40,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_4,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_39,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_38,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_37,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_36,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_35,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_34,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_33,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_32,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_31,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_30,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_3,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_29,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_28,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_27,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_26,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_25,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_24,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_23,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_22,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_21,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113653_b_none_tn_20,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113634_b_none_tn_1,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113634_b_none_tn_2,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113636_b_none_tn_1,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113636_b_none_tn_2,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113637_b_none_tn_1,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113637_b_none_tn_2,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113637_b_none_tn_3,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
